Date,Open,High,Low,PX_LAST,PX_VOLUME,Dividends,Stock Splits,Capital Gains,Returns
2022-05-04 00:00:00-04:00,41.91951292817489,42.823168658678256,41.44258457879416,42.75204849243164,13500,0.0,0.0,0.0,
2022-05-05 00:00:00-04:00,42.67255742178475,42.67255742178475,41.17483356192421,41.735435485839844,48500,0.0,0.0,0.0,-0.02377928175235311
2022-05-06 00:00:00-04:00,41.30870594559821,41.48441889267569,40.664433651170576,41.17483139038086,10800,0.0,0.0,0.0,-0.013432328881513356
2022-05-09 00:00:00-04:00,40.990746274384726,40.990746274384726,39.79424132085422,39.92811584472656,21700,0.0,0.0,0.0,-0.030278582900173157
2022-05-10 00:00:00-04:00,40.44688931398267,40.67280322783083,39.82771749175202,40.215118408203125,9800,0.0,0.0,0.0,0.0071879816366158256
2022-05-11 00:00:00-04:00,39.92813444743841,40.376614151768614,39.116517972927284,39.23365783691406,27000,0.0,0.0,0.0,-0.024405263745011507
2022-05-12 00:00:00-04:00,38.81528757955537,39.563313159266166,38.38856346280922,39.06379318237305,30400,0.0,0.0,0.0,-0.004329564560284105
2022-05-13 00:00:00-04:00,40.01179038806267,40.44688343387021,39.49804768710535,40.413414001464844,21200,0.0,0.0,0.0,0.03454914920297081
2022-05-16 00:00:00-04:00,40.480356949063584,40.480356949063584,40.00342866055744,40.20423889160156,27200,0.0,0.0,0.0,-0.005175883182145902
2022-05-17 00:00:00-04:00,40.84014734365361,40.948081970214844,40.38831951461543,40.948081970214844,22600,0.0,0.0,0.0,0.01850160826620373
2022-05-18 00:00:00-04:00,40.639340340143114,40.6560750614757,39.11651580891711,39.3256950378418,26000,0.0,0.0,0.0,-0.03962058426944515
2022-05-19 00:00:00-04:00,39.11651886518595,39.5348773557227,38.798565518667864,39.066314697265625,30500,0.0,0.0,0.0,-0.006595696282712282
2022-05-20 00:00:00-04:00,39.72731306780985,39.72731306780985,37.86394376836021,38.97426986694336,20800,0.0,0.0,0.0,-0.0023561175666438894
2022-05-23 00:00:00-04:00,39.26711107160797,39.484655987518614,38.820304066403054,39.4352912902832,109900,0.0,0.0,0.0,0.011828866195922494
2022-05-24 00:00:00-04:00,39.074676797672936,39.074676797672936,38.25971541822319,38.86549758911133,19600,0.0,0.0,0.0,-0.01444882699046457
2022-05-25 00:00:00-04:00,38.7734468280894,39.52147230064309,38.7734468280894,39.33404541015625,44400,0.0,0.0,0.0,0.012055623885185884
2022-05-26 00:00:00-04:00,39.38426166417397,40.354853077326325,39.38426166417397,40.20759201049805,17700,0.0,0.0,0.0,0.022208409819861608
2022-05-27 00:00:00-04:00,40.639341768682335,41.17818832397461,40.639341768682335,41.17818832397461,30500,0.0,0.0,0.0,0.024139627989240076
2022-05-31 00:00:00-04:00,41.609929682415554,41.609929682415554,40.915456338054376,41.156429290771484,27100,0.0,0.0,0.0,-0.0005284116200531264
2022-06-01 00:00:00-04:00,41.44984509825475,41.51729960425731,40.61511327671628,40.87480926513672,38000,0.376,0.0,0.0,-0.006842673926960696
2022-06-02 00:00:00-04:00,40.92708217732944,41.81240158917073,40.750018938242704,41.80649948120117,28800,0.0,0.0,0.0,0.022793750792107437
2022-06-03 00:00:00-04:00,41.441412727706165,41.441412727706165,40.859628901262425,41.01139831542969,198700,0.0,0.0,0.0,-0.01901860178771997
2022-06-06 00:00:00-04:00,41.64377340024755,41.71122790855322,41.01983528045999,41.1884651184082,125600,0.0,0.0,0.0,0.004317502212839663
2022-06-07 00:00:00-04:00,40.893362822683436,41.48526234791836,40.70786612702063,41.41612243652344,83900,0.0,0.0,0.0,0.005527210529957083
2022-06-08 00:00:00-04:00,41.44984507839767,41.593184295380524,41.0729528363329,41.163169860839844,66400,0.0,0.0,0.0,-0.0061075871134793625
2022-06-09 00:00:00-04:00,41.10414933723715,41.366373425701894,40.35373563832107,40.39589309692383,83200,0.0,0.0,0.0,-0.018639885278756374
2022-06-10 00:00:00-04:00,39.94058622053258,39.974313475156706,39.19860591725007,39.282920837402344,91900,0.0,0.0,0.0,-0.027551619092838875
2022-06-13 00:00:00-04:00,38.23739885931545,38.34279411881346,37.52071238129219,37.680912017822266,137600,0.0,0.0,0.0,-0.040781306110383775
2022-06-14 00:00:00-04:00,37.832681448812046,37.90856616430694,37.31835206783646,37.680912017822266,149900,0.0,0.0,0.0,0.0
2022-06-15 00:00:00-04:00,38.20367149458119,38.95830187285477,37.866405406988065,38.524070739746094,79100,0.0,0.0,0.0,0.022376282228122157
2022-06-16 00:00:00-04:00,37.689338538782515,37.689338538782515,36.761858495178494,37.149715423583984,64600,0.0,0.0,0.0,-0.03567523602182976
2022-06-17 00:00:00-04:00,37.30148584582038,37.70620319327571,36.95578957717681,37.470115661621094,42500,0.0,0.0,0.0,0.008624567762737456
2022-06-21 00:00:00-04:00,38.13621318019156,38.549363935393565,38.009740822286226,38.33857345581055,28300,0.0,0.0,0.0,0.023177344901525787
2022-06-22 00:00:00-04:00,37.95071924983919,38.69270269176308,37.95071924983919,38.262691497802734,234300,0.0,0.0,0.0,-0.001979258776941051
2022-06-23 00:00:00-04:00,38.583093759600935,38.836044946198584,38.14380641139959,38.60839080810547,59000,0.0,0.0,0.0,0.009034892653136728
2022-06-24 00:00:00-04:00,39.15644049179042,39.74665451049805,39.105852832397645,39.74665451049805,150800,0.0,0.0,0.0,0.02948228813912679
2022-06-27 00:00:00-04:00,39.92372839525376,39.94902544810224,39.41361565646039,39.552738189697266,72600,0.0,0.0,0.0,-0.004878808623995368
2022-06-28 00:00:00-04:00,39.746658473303164,39.88324967025272,38.64211824766794,38.67584228515625,163300,0.0,0.0,0.0,-0.022170295779153637
2022-06-29 00:00:00-04:00,38.777022441104215,38.85290715102449,38.43722825236952,38.76858901977539,208000,0.0,0.0,0.0,0.002398053387831167
2022-06-30 00:00:00-04:00,38.5325040743001,38.717997527292134,37.790520613108626,38.583091735839844,169200,0.0,0.0,0.0,-0.004784731366956008
2022-07-01 00:00:00-04:00,38.42169389983649,38.55760955810547,38.01394692502956,38.55760955810547,209100,0.34,0.0,0.0,-0.0006604493467977646
2022-07-05 00:00:00-04:00,38.25179848803801,39.2168019293596,37.84405151353851,39.12675857543945,286500,0.0,0.0,0.0,0.014761003699575559
2022-07-06 00:00:00-04:00,39.18622046575981,39.48183693365862,38.92288246712129,39.2796630859375,221500,0.0,0.0,0.0,0.003907926852750432
2022-07-07 00:00:00-04:00,39.526009401754536,39.908273206899004,39.45805319222048,39.857303619384766,397700,0.0,0.0,0.0,0.014705842363858412
2022-07-08 00:00:00-04:00,39.68741227067823,39.98472676925741,39.5005270198656,39.87429428100586,387700,0.0,0.0,0.0,0.0004262872818328045
2022-07-11 00:00:00-04:00,39.840308694482324,39.840308694482324,39.36969964668098,39.48352813720703,154400,0.0,0.0,0.0,-0.00979995134321332
2022-07-12 00:00:00-04:00,39.56848122279033,39.72138348714617,38.990838924612035,39.169227600097656,424300,0.0,0.0,0.0,-0.007960295139207596
2022-07-13 00:00:00-04:00,38.65105215161425,39.3433720290741,38.5491162181106,39.12675857543945,145800,0.0,0.0,0.0,-0.0010842446292737007
2022-07-14 00:00:00-04:00,39.02481282631256,39.364603534721255,38.532119863652746,39.288150787353516,163100,0.0,0.0,0.0,0.004124855157702001
2022-07-15 00:00:00-04:00,39.661915829168734,39.82331786515167,39.48352717511998,39.76385498046875,113500,0.0,0.0,0.0,0.012108083062752906
2022-07-18 00:00:00-04:00,40.180106357591505,40.265055673987604,39.61945383131758,39.72138977050781,122200,0.0,0.0,0.0,-0.0010679349369369096
2022-07-19 00:00:00-04:00,40.02719995596,40.43494694431704,39.88279098196241,40.400970458984375,208000,0.0,0.0,0.0,0.017108683568295868
2022-07-20 00:00:00-04:00,40.43493856001981,40.766235957319154,40.349992503574434,40.69827651977539,139300,0.0,0.0,0.0,0.007358884140984845
2022-07-21 00:00:00-04:00,40.76624098436576,40.94462966918945,40.39247051275261,40.94462966918945,142600,0.0,0.0,0.0,0.006053159260794638
2022-07-22 00:00:00-04:00,40.80021380826382,40.944625997660665,40.349993861084634,40.460426330566406,232500,0.0,0.0,0.0,-0.01182580823260948
2022-07-25 00:00:00-04:00,41.00409297251995,41.00409297251995,40.434943948933515,40.60483932495117,142200,0.0,0.0,0.0,0.0035692405513696457
2022-07-26 00:00:00-04:00,40.77472858170812,40.77472858170812,40.03568753350026,40.197086334228516,111900,0.0,0.0,0.0,-0.010041980155604202
