Date,FUND_NET_ASSET_VAL,TOT_RETURN_INDEX_GROSS_DVDS,ALL_BROKERS_ADV_TOT_AGGR_VOL,FUND_FLOW,PX_LAST,TURNOVER,PX_VOLUME,AVERAGE_BID_ASK_SPREAD
10/3/2022,46.8301,64.0706,586806,30.432,46.8959,1.94E+08,3744816,0.0143
9/30/2022,45.7192,62.6032,581177,133.5836,45.8119,2.10E+08,4065025,0.0131
9/29/2022,46.3113,63.373,973127,35.7885,46.3753,1.48E+08,2852959,0.0129
9/28/2022,46.9583,64.2284,506117,25.8942,47.0013,1.44E+08,2749337,0.0167
9/27/2022,46.1999,63.1286,614368,73.5167,46.1964,1.83E+08,3522705,0.0144
9/26/2022,46.411,63.5686,795822,32.2899,46.5184,2.15E+08,4134240,0.0137
9/23/2022,46.9472,64.1918,838211,23.355,46.9744,2.89E+08,5522509,0.0131
9/22/2022,47.4463,64.8761,1170534,27.5622,47.4752,2.01E+08,3791120,0.0128
9/21/2022,47.6187,65.1694,663961,34.4875,47.6898,2.07E+08,3832694,0.0146
9/20/2022,48.2378,66.0126,678453,75.882,48.3068,1.53E+08,2833919,0.0119
9/19/2022,48.7334,66.6113,582580,31.0171,48.745,1.33E+08,2450425,0.0123
9/16/2022,48.4734,66.2325,337565,53.1345,48.4678,1.68E+08,3100605,0.012
9/15/2022,48.6436,66.5136,585983,88.0852,48.6735,3.02E+08,5523116,0.0114
9/14/2022,49.079,67.0513,769579,168.6295,49.0669,1.33E+08,2418164,0.0122
9/13/2022,49.0344,66.8069,469271,27.4418,48.8881,2.89E+08,5235267,0.0103
9/12/2022,50.4219,68.9698,941943,83.6212,50.4709,1.76E+08,3119199,0.0117
9/9/2022,50.1629,68.6154,672447,95.8549,50.2116,1.31E+08,2329422,0.0117
9/8/2022,49.7595,68.0166,499879,36.4621,49.7734,1.22E+08,2200281,0.0155
9/7/2022,49.5052,67.6256,552667,48.6889,49.4872,1.61E+08,2926501,0.0121
9/6/2022,48.6913,66.6236,737342,30.4481,48.754,1.22E+08,2242167,0.0123
9/2/2022,48.7176,66.538,553677,8.1675,48.6914,1.30E+08,2366950,0.0167
