Date,Open,High,Low,PX_LAST,PX_VOLUME,Dividends,Stock Splits,Capital Gains,Returns
2023-11-27 00:00:00-05:00,27.40999984741211,27.425399780273438,27.34000015258789,27.420000076293945,369827,0.0,0.0,0.0,-0.0018201397273511777
2023-11-24 00:00:00-05:00,27.3700008392334,27.489999771118164,27.3700008392334,27.469999313354492,364400,0.0,0.0,0.0,0.002188962651455295
2023-11-22 00:00:00-05:00,27.31999969482422,27.469999313354492,27.31999969482422,27.40999984741211,1684100,0.0,0.0,0.0,0.005133824250031616
2023-11-21 00:00:00-05:00,27.299999237060547,27.31999969482422,27.229999542236328,27.270000457763672,1893100,0.0,0.0,0.0,-0.0043811221087546315
2023-11-20 00:00:00-05:00,27.229999542236328,27.43600082397461,27.200000762939453,27.389999389648438,1491900,0.0,0.0,0.0,0.005875866694890375
2023-11-17 00:00:00-05:00,27.139999389648438,27.25,27.110000610351562,27.229999542236328,1488800,0.0,0.0,0.0,0.00591059657243731
2023-11-16 00:00:00-05:00,27.1299991607666,27.173999786376953,26.959999084472656,27.06999969482422,1668800,0.0,0.0,0.0,-0.004047115861533501
2023-11-15 00:00:00-05:00,27.149999618530273,27.365999221801758,27.139999389648438,27.18000030517578,1251100,0.0,0.0,0.0,0.0029520266634666115
2023-11-14 00:00:00-05:00,26.799999237060547,27.149999618530273,26.799999237060547,27.100000381469727,1852800,0.0,0.0,0.0,0.026515180797507254
2023-11-13 00:00:00-05:00,26.309999465942383,26.450000762939453,26.280000686645508,26.399999618530273,1395900,0.0,0.0,0.0,-0.0003786531215302924
2023-11-10 00:00:00-05:00,26.18000030517578,26.440000534057617,26.059999465942383,26.40999984741211,1375000,0.0,0.0,0.0,0.013430559809762821
2023-11-09 00:00:00-05:00,26.350000381469727,26.360000610351562,26.030000686645508,26.059999465942383,1292500,0.0,0.0,0.0,-0.008371431314875166
2023-11-08 00:00:00-05:00,26.3700008392334,26.40999984741211,26.190000534057617,26.280000686645508,1752000,0.0,0.0,0.0,-0.002656534869481253
2023-11-07 00:00:00-05:00,26.299999237060547,26.389999389648438,26.190000534057617,26.350000381469727,1450000,0.0,0.0,0.0,0.0011398437307508225
2023-11-06 00:00:00-05:00,26.43000030517578,26.450000762939453,26.219999313354492,26.31999969482422,2153100,0.0,0.0,0.0,-0.0030303001841675004
2023-11-03 00:00:00-04:00,26.229999542236328,26.5,26.229999542236328,26.399999618530273,1556900,0.0,0.0,0.0,0.01343571561306578
2023-11-02 00:00:00-04:00,25.739999771118164,26.059999465942383,25.739999771118164,26.049999237060547,2041100,0.0,0.0,0.0,0.02076797687265075
2023-11-01 00:00:00-04:00,25.350000381469727,25.565000534057617,25.274999618530273,25.520000457763672,1926400,0.0,0.0,0.0,0.007103405844194555
2023-10-31 00:00:00-04:00,25.200000762939453,25.358999252319336,25.101999282836914,25.34000015258789,2800900,0.0,0.0,0.0,0.007154225209357268
2023-10-30 00:00:00-04:00,25.079999923706055,25.239999771118164,24.959999084472656,25.15999984741211,1607900,0.0,0.0,0.0,0.010036130129722709
2023-10-27 00:00:00-04:00,25.139999389648438,25.170000076293945,24.84000015258789,24.90999984741211,2023500,0.0,0.0,0.0,-0.007964984391796603
2023-10-26 00:00:00-04:00,25.229999542236328,25.325000762939453,25.024999618530273,25.110000610351562,2092000,0.0,0.0,0.0,-0.0063316123669856506
2023-10-25 00:00:00-04:00,25.479999542236328,25.510000228881836,25.24799919128418,25.270000457763672,1568400,0.0,0.0,0.0,-0.01250487272044265
2023-10-24 00:00:00-04:00,25.56999969482422,25.709999084472656,25.450000762939453,25.59000015258789,1592200,0.0,0.0,0.0,0.006291775284782197
