Date,FUND_NET_ASSET_VAL,TOT_RETURN_INDEX_GROSS_DVDS,ALL_BROKERS_ADV_TOT_AGGR_VOL,FUND_FLOW,PX_LAST,TURNOVER,PX_VOLUME,AVERAGE_BID_ASK_SPREAD
8/31/2023,27.4682,28.4123,220124,16.54,27.4716,57356830,2075022,0.0103
8/30/2023,27.4971,28.4433,257599,27.5956,27.5015,34895180,1264637,0.0101
8/29/2023,27.3945,28.3402,238394,16.4956,27.4019,42966390,1567799,0.0104
8/28/2023,27.0357,27.9589,223744,-116.67,27.0332,39205830,1445865,0.0104
8/25/2023,26.848,27.7734,283756,0,26.8538,65941180,2447240,0.0103
8/24/2023,26.6984,27.6188,230611,131.2906,26.7044,36744490,1364903,0.0102
8/23/2023,27.0162,27.9589,219494,5.4226,27.0332,34624020,1278242,0.0104
8/22/2023,26.7534,27.6703,227399,8.0548,26.7542,32689780,1215598,0.0103
8/21/2023,26.8587,27.794,254212,10.782,26.8738,31277480,1162558,0.0103
8/18/2023,26.7876,27.7013,224512,26.8835,26.7841,30134540,1122020,0.0101
8/17/2023,26.7395,27.6497,354731,21.4682,26.7343,45673620,1693368,0.0102
8/16/2023,26.9586,27.8971,334960,16.2331,26.9734,44220370,1625574,0.0102
8/15/2023,27.1736,28.1135,284395,0,27.1827,47491380,1737597,0.0101
8/14/2023,27.5149,28.4742,193385,11.0454,27.5314,39873060,1447209,0.0105
8/11/2023,27.4293,28.3711,172024,0,27.4318,33317010,1210306,0.0103
8/10/2023,27.4258,28.3711,259335,5.5048,27.4318,34838700,1263100,0.0107
8/9/2023,27.4558,28.3917,249262,66.1298,27.4517,33915030,1226857,0.0103
8/8/2023,27.6094,28.5669,386490,8.3125,27.6211,61201750,2219116,0.0101
8/7/2023,27.7303,28.6906,256847,8.3489,27.7407,59855200,2153675,0.0106
8/4/2023,27.5228,28.4639,191875,2.7621,27.5215,31119650,1120246,0.0108
8/3/2023,27.638,28.5772,271357,30.5107,27.6311,40051630,1442505,0.0102
8/2/2023,27.7025,28.6597,211772,16.681,27.7108,38557250,1385021,0.0103
8/1/2023,28.0443,28.9998,270029,2.8145,28.0396,33882630,1204757,0.0106
7/31/2023,28.1023,29.0822,259866,5.6406,28.1193,36651060,1301782,0.0107
7/28/2023,28.0005,28.9688,231562,5.6202,28.0097,35866080,1276894,0.0102
7/27/2023,27.7322,28.7009,314249,-166.989,27.7506,34297750,1225336,0.0103
7/26/2023,27.9367,28.907,221360,5.6073,27.9499,31189120,1113684,0.0104
7/25/2023,27.9076,28.8761,242466,204.4548,27.92,34169410,1218860,0.0106
7/24/2023,27.8363,28.804,331544,22.3488,27.8503,35629020,1275067,0.0103
7/21/2023,27.7379,28.6803,280436,-144.753,27.7307,34340370,1231420,0.0102
7/20/2023,27.7559,28.7215,281829,16.7132,27.7706,51139140,1833856,0.0102
7/19/2023,27.8948,28.8452,224992,151.1714,27.8901,31685830,1132118,0.0103
7/18/2023,27.8094,28.773,325262,27.909,27.8204,34688850,1244572,0.0113
7/17/2023,27.5485,28.5051,231130,11.0588,27.5613,42791600,1547311,0.0102
7/14/2023,27.4063,28.3608,216998,16.5026,27.4218,29225290,1061596,0.0104
7/13/2023,27.5383,28.4845,247720,11.0548,27.5414,39557080,1433357,0.0119
7/12/2023,27.354,28.2887,397442,16.4711,27.3521,38248040,1391235,0.0107
7/11/2023,27.1626,28.1032,262748,5.452,27.1727,39292560,1445816,0.0103
7/10/2023,26.9261,27.8661,258549,45.9383,26.9435,27347390,1013755,0.0103
7/7/2023,26.7454,27.66,249838,18.7888,26.7442,66060090,2445558,0.0105
7/6/2023,26.69,27.5982,422842,37.4998,26.6844,48318030,1806801,0.0109
7/5/2023,26.9468,27.8868,397085,0,26.9634,39804630,1470170,0.011
7/3/2023,27.103,28.0207,7100,#N/A N/A,27.093,17319000,637119,0.0172
6/30/2023,27.0487,27.9795,106066,8.16,27.0531,38303510,1409862,0.0105
6/29/2023,26.7946,27.7116,272891,13.5728,26.7941,37170350,1384172,0.0102
6/28/2023,26.5954,27.5158,258097,16.1343,26.6047,33551990,1258561,0.0104
6/27/2023,26.5909,27.5158,256475,16.0144,26.6047,36569540,1373992,0.0103
6/26/2023,26.244,27.1551,578871,29.3547,26.256,47833260,1810439,0.0103
6/23/2023,26.2433,27.1551,242404,13.169,26.256,33980690,1288237,0.0109
6/22/2023,26.4629,27.3612,214135,5.2675,26.4553,39235110,1479165,0.0111
6/21/2023,26.4665,27.3715,593738,15.9346,26.4652,43669450,1640786,0.0112
6/20/2023,26.5405,27.4616,234414,29.2174,26.5527,43171060,1614336,0.0119
6/16/2023,26.712,27.6465,214943,13.3639,26.7314,37499560,1391077,0.0128
6/15/2023,26.8228,27.7594,242195,8.0701,26.8407,38864850,1442117,0.0108
6/14/2023,26.4966,27.4205,238041,2.7012,26.513,30766220,1151201,0.0123
6/13/2023,26.577,27.5027,154236,56.0354,26.5924,65316590,2442078,0.0106
6/12/2023,26.3476,27.2665,325425,58.8819,26.364,78924700,2982541,0.0107
6/9/2023,26.1437,27.0303,218160,7.9601,26.1356,28529020,1082309,0.0104
6/8/2023,26.1886,27.0714,154938,26.3281,26.1754,31098800,1180485,0.0116
6/7/2023,26.1346,27.0406,187660,13.1867,26.1456,37332730,1417696,0.0108
6/6/2023,26.0183,26.907,214025,26.319,26.0165,58716960,2243820,0.0109
6/5/2023,25.7836,26.6606,177144,18.3413,25.7782,32078840,1232308,0.0157
6/2/2023,25.929,26.8044,170354,33.7552,25.9172,43684060,1676886,0.0111
6/1/2023,25.3698,26.2292,205964,47.0014,25.3611,91196200,3569261,0.0107
5/31/2023,25.1211,26.0033,315062,20.439,25.1426,39500490,1560812,0.0111
5/30/2023,25.3454,26.2292,583510,15.179,25.3611,29000990,1135841,0.0107
5/26/2023,25.3983,26.2806,199577,10.2097,25.4107,34355080,1344917,0.0115
5/25/2023,25.1051,25.9725,351672,20.462,25.1129,37103150,1468520,0.0107
