Date,FUND_NET_ASSET_VAL,TOT_RETURN_INDEX_GROSS_DVDS,ALL_BROKERS_ADV_TOT_AGGR_VOL,FUND_FLOW,PX_LAST,TURNOVER,PX_VOLUME,AVERAGE_BID_ASK_SPREAD
4/26/2018,44.3343,50.8168,216624,5.0112,44.3574,11625600,231811,0.0114
4/25/2018,44.3283,50.8168,216480,2.5052,44.3574,46235480,922289,0.0114
4/24/2018,44.327,50.8269,230997,45.0874,44.3662,11344590,226276,0.0125
4/23/2018,44.3242,50.8269,264722,0,44.3662,12044750,240243,0.0113
4/20/2018,44.3158,50.7965,212513,7.5139,44.3397,9037879,180293,0.0094
4/19/2018,44.3105,50.8066,115138,20.0332,44.3485,1.11E+08,2220432,0.0112
4/18/2018,44.3073,50.8015,108628,85.131,44.3441,1715614,34235,0.0097
4/17/2018,44.3066,50.7863,33128,12.5184,44.3308,4083246,81475,0.011
4/16/2018,44.3027,50.7914,84091,5.0073,44.3353,7387682,147430,0.009
4/13/2018,44.2928,50.7863,135691,0,44.3308,9425216,188132,0.0091
4/12/2018,44.2904,50.7863,203427,10.0114,44.3308,12092980,241342,0.0193
4/11/2018,44.2895,50.7762,267209,5.0054,44.322,5016422,100103,0.026
4/10/2018,44.2874,50.7762,36304,12.5133,44.322,4300351,85836,0.0093
4/9/2018,44.2859,50.7661,89826,20.0204,44.3132,9527076,190167,0.0143
4/6/2018,44.2724,50.7559,232900,-7.5074,44.3043,11632060,232265,0.0099
4/5/2018,44.2643,50.7458,319237,0,44.2955,9182976,183414,0.0104
4/4/2018,44.261,50.7559,76901,17.5087,44.3043,6618075,132186,0.0151
4/3/2018,44.2589,50.7458,93605,5.0021,44.2955,9140974,182610,0.0107
4/2/2018,44.2585,50.7255,155059,0,44.2778,12655970,252886,0.0114
3/29/2018,44.2446,50.7205,136161,0,44.2733,4419182,88313,0.0096
3/28/2018,44.2399,50.7052,95234,2.5001,44.2601,3150853,62990,0.009
3/27/2018,44.2393,50.7002,136295,0,44.2556,8235006,164617,0.0112
3/26/2018,44.2314,50.7255,91782,0,44.2778,9690248,193657,0.0103
3/23/2018,44.2304,50.6906,159825,9.9975,44.2473,2418074,48287,0.0094
3/22/2018,44.225,50.6754,49828,0,44.234,3316162,66236,0.0125
3/21/2018,44.2216,50.6653,52164,0,44.2252,15640760,312373,0.0118
3/20/2018,44.2145,50.6906,293099,0,44.2473,8196680,163717,0.0113
3/19/2018,44.2167,50.6856,122592,0,44.2429,5683366,113501,0.0144
3/16/2018,44.2086,50.6754,76058,45.0363,44.234,42697920,852428,0.0171
3/15/2018,44.2095,50.6754,55508,0,44.234,5409781,108009,0.0161
3/14/2018,44.2117,50.7058,108446,0,44.2605,19868550,396965,0.0142
3/13/2018,44.2119,50.6451,79680,0,44.2075,5847470,116844,0.0148
3/12/2018,44.2091,50.6552,507578,0,44.2163,32068040,640984,0.0147
3/9/2018,44.2047,50.6856,256383,5.0032,44.2429,2478346,49489,0.0137
3/8/2018,44.2061,50.7058,59482,7.504,44.2605,7061195,141030,0.0157
3/7/2018,44.2029,50.6754,227203,0,44.234,1666830,33288,0.0224
3/6/2018,44.2041,50.6754,37104,0,44.234,3278668,65488,0.021
3/5/2018,44.2034,50.6754,61883,0,44.234,11566220,231043,0.019
3/2/2018,44.1967,50.6653,23268,10.0051,44.2252,6615322,132127,0.0197
3/1/2018,44.2,50.6653,197747,5.0018,44.2252,2134612,42649,0.0203
2/28/2018,44.1927,50.6552,69938,0,44.2163,4714964,94209,0.0227
2/27/2018,44.1901,50.6451,148805,0,44.2075,4955326,99013,0.0193
2/26/2018,44.1924,50.6732,123915,7.5015,44.2321,3430313,68531,0.0139
2/23/2018,44.1834,50.6552,79185,5.0013,44.2163,3845092,76814,0.0171
2/22/2018,44.1811,50.6653,78873,0,44.2252,3034486,60633,0.0267
2/21/2018,44.1774,50.6176,68482,0,44.1835,1756007,35058,0.0219
2/20/2018,44.1796,50.6523,64895,5.006,44.2138,2131817,42671,0.1121
2/16/2018,44.1755,50.6523,42420,0,44.2138,3217564,64207,0.0486
2/15/2018,44.1741,50.6624,74321,0,44.2226,25440460,507698,0.0163
2/14/2018,44.1753,50.6523,56954,25.0275,44.2138,3794762,75728,0.0117
2/13/2018,44.1804,50.6624,115370,2.5028,44.2226,1926442,38444,0.0138
2/12/2018,44.1843,50.6222,51267,2.5031,44.1875,1963565,39207,0.0209
2/9/2018,44.1799,50.6162,37602,0,44.1823,3080945,61502,0.046
2/8/2018,44.1793,50.6523,37761,0,44.2138,854628.2,17057,0.0137
2/7/2018,44.177,50.6472,16421,5.0061,44.2093,5174925,103309,0.0098
2/6/2018,44.1775,50.612,31016,0,44.1785,4447196,88785,0.0232
2/5/2018,44.1849,50.6422,68351,0,44.2049,2228342,44485,0.0912
2/2/2018,44.1675,50.6523,44678,0,44.2138,4763937,95102,0.0207
2/1/2018,44.164,50.622,109354,0,44.1873,1353738,27026,0.0131
