Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
LPX,Louisiana-Pacific Corporation,Materials,Paper and Forest Products,57.95,0.04%,-1.85%,-0.08
ESI,Element Solutions Inc,Materials,Chemicals,19.29,0.04%,2.99%,0.12
CACC,Credit Acceptance Corporation,Financials,Consumer Finance,407.83,0.04%,-21.83%,-1.13
U,Unity Software Inc.,Information Technology,Software,28.16,0.04%,-13.41%,-0.63
VEEV,Veeva Systems Inc.,Health Care,Health Care Technology,166.25,0.04%,-12.97%,-0.60
VNT,Vontier Corporation,Information Technology,Electronic Equipment Instruments and Components,32.67,0.04%,59.37%,1.50
ROKU,Roku Inc.,Communication Services,Entertainment,83.97,0.04%,36.98%,1.09
SAIC,Science Applications International Corporation,Industrials,Professional Services,113.78,0.04%,7.64%,0.29
LII,Lennox International Inc.,Industrials,Building Products,392.96,0.04%,47.75%,1.29
ONTO,Onto Innovation Inc.,Information Technology,Semiconductors and Semiconductor Equipment,135.75,0.04%,60.27%,1.50
TKR,The Timken Company,Industrials,Machinery,70.54,0.04%,-2.24%,-0.09
LSTR,Landstar System Inc.,Industrials,Ground Transportation,167.68,0.04%,1.60%,0.06
WLK,Westlake Corporation,Materials,Chemicals,122.46,0.04%,9.46%,0.34
SPLK,Splunk Inc.,Information Technology,Software,146.80,0.04%,71.36%,1.66
FND,Floor & Decor Holdings Inc.,Consumer Discretionary,Specialty Retail,80.17,0.04%,-2.51%,-0.10
COIN,Coinbase Global Inc.,Financials,Capital Markets,92.64,0.04%,61.23%,1.51
ZION,Zions Bancorporation National Association,Financials,Banks,32.71,0.04%,-37.99%,-2.43
STX,Seagate Technology Holdings plc,Information Technology,Technology Hardware Storage and Peripherals,72.47,0.04%,32.88%,0.98
LBRDK,Liberty Broadband Corporation,Communication Services,Media,81.99,0.04%,-9.78%,-0.43
COHR,Coherent Corp.,Information Technology,Electronic Equipment Instruments and Components,33.84,0.04%,-12.65%,-0.57
TREX,Trex Company Inc.,Industrials,Building Products,61.38,0.04%,24.60%,0.78
AMG,Affiliated Managers Group Inc.,Financials,Capital Markets,130.56,0.04%,-15.16%,-0.70
PR,Permian Resources Corporation,Energy,Oil Gas and Consumable Fuels,13.36,0.04%,27.03%,0.84
DTM,DT Midstream Inc.,Energy,Oil Gas and Consumable Fuels,54.89,0.04%,-3.64%,-0.15
VOYA,Voya Financial Inc.,Financials,Financial Services,68.61,0.04%,1.95%,0.07
NEU,NewMarket Corporation,Materials,Chemicals,501.53,0.04%,68.52%,1.59
ISRG,Intuitive Surgical Inc.,Health Care,Health Care Equipment and Supplies,282.48,0.04%,6.56%,0.24
LVS,Las Vegas Sands Corp.,Consumer Discretionary,Hotels Restaurants and Leisure,47.61,0.04%,10.74%,0.38
BPOP,Popular Inc.,Financials,Banks,67.98,0.04%,-3.64%,-0.15
AZO,AutoZone Inc.,Consumer Discretionary,Specialty Retail,2707.12,0.04%,12.38%,0.43
ELAN,Elanco Animal Health Incorporated,Health Care,Pharmaceuticals,10.55,0.04%,-21.91%,-1.10
MTG,MGIC Investment Corporation,Financials,Financial Services,17.58,0.04%,31.42%,0.93
DXCM,DexCom Inc.,Health Care,Health Care Equipment and Supplies,98.35,0.04%,-15.19%,-0.70
TAP,Molson Coors Beverage Company,Consumer Staples,Beverages,58.51,0.04%,15.92%,0.53
WWD,Woodward Inc.,Industrials,Aerospace and Defense,134.79,0.04%,35.56%,1.02
HAS,Hasbro Inc.,Consumer Discretionary,Leisure Products,42.88,0.04%,-28.85%,-1.58
SIGI,Selective Insurance Group Inc.,Financials,Insurance,102.29,0.04%,13.76%,0.47
VRSN,VeriSign Inc.,Information Technology,IT Services,208.12,0.04%,8.18%,0.29
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,44.79,0.04%,-15.81%,-0.73
MAT,Mattel Inc.,Consumer Discretionary,Leisure Products,18.24,0.04%,6.29%,0.23
DKNG,DraftKings Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,35.58,0.04%,139.11%,2.24
CIVI,Civitas Resources Inc.,Energy,Oil Gas and Consumable Fuels,69.16,0.04%,9.23%,0.32
CHDN,Churchill Downs Incorporated,Consumer Discretionary,Hotels Restaurants and Leisure,118.27,0.04%,6.91%,0.25
FAF,First American Financial Corporation,Financials,Insurance,53.23,0.04%,0.14%,0.01
SSD,Simpson Manufacturing Co. Inc.,Industrials,Building Products,145.51,0.04%,56.94%,1.39
PSN,Parsons Corporation,Industrials,Professional Services,63.08,0.04%,29.98%,0.88
COLM,Columbia Sportswear Company,Consumer Discretionary,Textiles Apparel and Luxury Goods,75.05,0.04%,-6.65%,-0.27
ORI,Old Republic International Corporation,Financials,Insurance,27.95,0.04%,22.24%,0.69
THO,THOR Industries Inc.,Consumer Discretionary,Automobiles,92.88,0.04%,4.87%,0.18
NDSN,Nordson Corporation,Industrials,Machinery,223.56,0.04%,-4.41%,-0.18
SSB,SouthState Corporation,Financials,Banks,68.93,0.04%,-17.87%,-0.83
PB,Prosperity Bancshares Inc.,Financials,Banks,55.31,0.04%,-22.44%,-1.10
SKX,Skechers U.S.A. Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,49.43,0.04%,24.92%,0.76
CR,Crane Company,Industrials,Machinery,101.84,0.04%,52.78%,1.30
WAL,Western Alliance Bancorporation,Financials,Banks,43.48,0.04%,-41.54%,-2.66
CINF,Cincinnati Financial Corporation,Financials,Insurance,99.18,0.04%,-7.35%,-0.30
J,Jacobs Solutions Inc.,Industrials,Professional Services,133.88,0.04%,7.39%,0.26
R,Ryder System Inc.,Industrials,Ground Transportation,103.61,0.04%,20.19%,0.63
DXC,DXC Technology Company,Information Technology,IT Services,21.66,0.04%,-26.48%,-1.34
COO,The Cooper Companies Inc.,Health Care,Health Care Equipment and Supplies,330.57,0.04%,1.94%,0.07
PII,Polaris Inc.,Consumer Discretionary,Leisure Products,86.55,0.04%,-24.05%,-1.18
ALNY,Alnylam Pharmaceuticals Inc.,Health Care,Biotechnology,165.01,0.04%,-23.74%,-1.16
CHX,ChampionX Corporation,Energy,Energy Equipment and Services,29.20,0.04%,-9.78%,-0.40
FWONK,Formula One Group,Communication Services,Entertainment,66.26,0.04%,14.69%,0.48
PNFP,Pinnacle Financial Partners Inc.,Financials,Banks,66.02,0.04%,-21.94%,-1.04
L,Loews Corporation,Financials,Insurance,65.97,0.03%,18.36%,0.57
CROX,Crocs Inc.,Consumer Discretionary,Textiles Apparel and Luxury Goods,77.27,0.03%,-17.13%,-0.76
SLM,SLM Corporation,Financials,Consumer Finance,14.88,0.03%,-13.40%,-0.57
WEN,The Wendy's Company,Consumer Discretionary,Hotels Restaurants and Leisure,18.65,0.03%,-7.77%,-0.31
SEIC,SEI Investments Company,Financials,Capital Markets,56.18,0.03%,-7.41%,-0.29
NOV,NOV Inc.,Energy,Energy Equipment and Services,19.48,0.03%,-16.44%,-0.72
MSM,MSC Industrial Direct Co. Inc.,Industrials,Trading Companies and Distributors,97.62,0.03%,20.00%,0.61
MGM,MGM Resorts International,Consumer Discretionary,Hotels Restaurants and Leisure,37.94,0.03%,3.58%,0.13
TMHC,Taylor Morrison Home Corporation,Consumer Discretionary,Household Durables,42.58,0.03%,51.05%,1.23
INGR,Ingredion Incorporated,Consumer Staples,Food Products,102.24,0.03%,13.71%,0.44
SRE,Sempra,Utilities,Multi-Utilities,70.02,0.03%,-6.50%,-0.25
APO,Apollo Global Management Inc.,Financials,Financial Services,85.72,0.03%,34.61%,0.93
FNB,F.N.B. Corporation,Financials,Banks,11.14,0.03%,-17.14%,-0.75
URBN,Urban Outfitters Inc.,Consumer Discretionary,Specialty Retail,34.25,0.03%,35.11%,0.94
SSNC,SS&C Technologies Holdings Inc.,Industrials,Professional Services,52.47,0.03%,-0.46%,-0.02
GDDY,GoDaddy Inc.,Information Technology,IT Services,88.24,0.03%,19.26%,0.58
OLED,Universal Display Corporation,Information Technology,Semiconductors and Semiconductor Equipment,153.72,0.03%,40.33%,1.03
TTEK,Tetra Tech Inc.,Industrials,Commercial Services and Supplies,154.14,0.03%,-4.54%,-0.17
SLGN,Silgan Holdings Inc.,Materials,Containers and Packaging,40.32,0.03%,-16.60%,-0.71
BOKF,BOK Financial Corporation,Financials,Banks,68.92,0.03%,-31.88%,-1.66
WHR,Whirlpool Corporation,Consumer Discretionary,Household Durables,107.25,0.03%,-27.92%,-1.37
GNRC,Generac Holdings Inc.,Industrials,Electrical Equipment,103.54,0.03%,-9.24%,-0.36
BCC,Boise Cascade Company,Industrials,Trading Companies and Distributors,104.97,0.03%,52.24%,1.21
MLI,Mueller Industries Inc.,Industrials,Machinery,38.63,0.03%,20.09%,0.59
TPX,Tempur Sealy International Inc.,Consumer Discretionary,Household Durables,37.38,0.03%,16.19%,0.49
FLS,Flowserve Corporation,Industrials,Machinery,37.51,0.03%,17.25%,0.52
MIDD,The Middleby Corporation,Industrials,Machinery,118.80,0.03%,-15.98%,-0.67
TSN,Tyson Foods Inc.,Consumer Staples,Food Products,45.62,0.03%,-30.03%,-1.51
ALGN,Align Technology Inc.,Health Care,Health Care Equipment and Supplies,191.22,0.03%,-12.68%,-0.51
AMR,Alpha Metallurgical Resources Inc.,Materials,Metals and Mining,227.37,0.03%,54.43%,1.23
ST,Sensata Technologies Holding plc,Industrials,Electrical Equipment,31.07,0.03%,-30.65%,-1.54
EXEL,Exelixis Inc.,Health Care,Biotechnology,20.94,0.03%,24.64%,0.69
HOMB,Home Bancshares Inc. (Conway AR),Financials,Banks,20.74,0.03%,-16.35%,-0.68
AYI,Acuity Brands Inc.,Industrials,Electrical Equipment,175.84,0.03%,-7.60%,-0.28
THC,Tenet Healthcare Corporation,Health Care,Health Care Providers and Services,54.87,0.03%,25.36%,0.70
NSIT,Insight Enterprises Inc.,Information Technology,Electronic Equipment Instruments and Components,143.62,0.03%,43.95%,1.05
PTEN,Patterson-UTI Energy Inc.,Energy,Energy Equipment and Services,12.13,0.03%,-35.64%,-1.91
MATX,Matson Inc.,Industrials,Marine Transportation,90.77,0.03%,26.56%,0.72
PVH,PVH Corp.,Consumer Discretionary,Textiles Apparel and Luxury Goods,76.21,0.03%,23.72%,0.66
HXL,Hexcel Corporation,Industrials,Aerospace and Defense,65.59,0.03%,11.40%,0.35
RMD,ResMed Inc.,Health Care,Health Care Equipment and Supplies,142.92,0.03%,-35.30%,-1.87
VTRS,Viatris Inc.,Health Care,Pharmaceuticals,8.95,0.03%,-18.11%,-0.76
AGO,Assured Guaranty Ltd.,Financials,Insurance,65.25,0.03%,11.05%,0.34
IEX,IDEX Corporation,Industrials,Machinery,192.29,0.03%,-15.44%,-0.63
PLTR,Palantir Technologies Inc.,Information Technology,Software,19.71,0.03%,134.36%,1.97
AEL,American Equity Investment Life Holding Company,Financials,Insurance,53.93,0.03%,49.61%,1.14
G,Genpact Limited,Industrials,Professional Services,32.02,0.03%,-28.40%,-1.36
SM,SM Energy Company,Energy,Oil Gas and Consumable Fuels,37.67,0.03%,-18.01%,-0.75
BMRN,BioMarin Pharmaceutical Inc.,Health Care,Biotechnology,83.39,0.03%,1.50%,0.05
RIVN,Rivian Automotive Inc.,Consumer Discretionary,Automobiles,16.19,0.03%,-53.61%,-3.95
ZM,Zoom Video Communications Inc.,Information Technology,Software,61.54,0.03%,-30.32%,-1.49
AFRM,Affirm Holdings Inc.,Financials,Financial Services,22.88,0.03%,34.51%,0.88
TRU,TransUnion,Industrials,Professional Services,52.30,0.03%,-19.07%,-0.80
THG,The Hanover Insurance Group Inc.,Financials,Insurance,114.05,0.03%,-16.42%,-0.67
CMA,Comerica Incorporated,Financials,Banks,40.98,0.03%,-40.91%,-2.36
CNM,Core & Main Inc.,Industrials,Trading Companies and Distributors,31.94,0.03%,48.77%,1.12
LSXMK,The Liberty SiriusXM Group,Communication Services,Media,25.30,0.03%,-43.40%,-2.60
BIO,Bio-Rad Laboratories Inc.,Health Care,Life Sciences Tools and Services,303.75,0.03%,-30.28%,-1.47
JEF,Jefferies Financial Group Inc.,Financials,Capital Markets,33.91,0.03%,-2.09%,-0.07
CAR,Avis Budget Group Inc.,Industrials,Ground Transportation,186.60,0.03%,-18.41%,-0.76
GLOB,Globant S.A.,Information Technology,IT Services,172.39,0.03%,-10.07%,-0.38
HP,Helmerich & Payne Inc.,Energy,Energy Equipment and Services,38.05,0.03%,-23.57%,-1.04
MAS,Masco Corporation,Industrials,Building Products,55.62,0.03%,11.15%,0.34
HQY,HealthEquity Inc.,Health Care,Health Care Providers and Services,69.67,0.03%,8.60%,0.27
PARA,Paramount Global,Communication Services,Media,12.00,0.03%,-34.19%,-1.75
ACHC,Acadia Healthcare Company Inc.,Health Care,Health Care Providers and Services,72.84,0.03%,-9.72%,-0.36
CNX,CNX Resources Corporation,Energy,Oil Gas and Consumable Fuels,20.87,0.03%,12.93%,0.38
JAZZ,Jazz Pharmaceuticals plc,Health Care,Pharmaceuticals,122.00,0.03%,-18.20%,-0.75
RL,Ralph Lauren Corporation,Consumer Discretionary,Textiles Apparel and Luxury Goods,115.36,0.03%,13.49%,0.40
RVTY,Revvity Inc.,Health Care,Life Sciences Tools and Services,84.02,0.03%,-41.30%,-2.36
QLYS,Qualys Inc.,Information Technology,Software,172.93,0.03%,36.68%,0.90
KEX,Kirby Corporation,Industrials,Marine Transportation,76.07,0.03%,12.36%,0.37
HRB,H&R Block Inc.,Consumer Discretionary,Diversified Consumer Services,45.18,0.03%,15.32%,0.44
FLR,Fluor Corporation,Industrials,Construction and Engineering,35.89,0.03%,7.23%,0.23
ABNB,Airbnb Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,119.15,0.03%,8.74%,0.27
PATH,UiPath Inc.,Information Technology,Software,17.22,0.03%,36.99%,0.90
SFM,Sprouts Farmers Market Inc.,Consumer Staples,Consumer Staples Distribution and Retail,41.81,0.03%,26.31%,0.69
RGEN,Repligen Corporation,Health Care,Life Sciences Tools and Services,145.70,0.03%,-26.89%,-1.22
ABG,Asbury Automotive Group Inc.,Consumer Discretionary,Specialty Retail,203.70,0.03%,12.51%,0.37
HRL,Hormel Foods Corporation,Consumer Staples,Food Products,32.43,0.03%,-29.63%,-1.40
ASGN,ASGN Incorporated,Industrials,Professional Services,85.18,0.03%,-4.72%,-0.16
NYT,The New York Times Company,Communication Services,Media,43.43,0.03%,20.81%,0.57
CPRI,Capri Holdings Limited,Consumer Discretionary,Textiles Apparel and Luxury Goods,46.88,0.03%,-12.80%,-0.48
CFR,Cullen/Frost Bankers Inc.,Financials,Banks,93.80,0.03%,-33.63%,-1.67
SJM,The J. M. Smucker Company,Consumer Staples,Food Products,108.20,0.03%,-22.54%,-0.96
SNV,Synovus Financial Corp.,Financials,Banks,27.48,0.03%,-34.69%,-1.75
EL,The Este Lauder Companies Inc.,Consumer Staples,Personal Care Products,113.73,0.03%,-49.50%,-3.23
EPAM,EPAM Systems Inc.,Information Technology,IT Services,234.69,0.03%,-34.85%,-1.76
FYBR,Frontier Communications Parent Inc.,Communication Services,Diversified Telecommunication Services,19.23,0.03%,-21.09%,-0.88
OPCH,Option Care Health Inc.,Health Care,Health Care Providers and Services,28.40,0.03%,-3.57%,-0.12
CBT,Cabot Corporation,Materials,Chemicals,74.08,0.03%,2.49%,0.08
PPL,PPL Corporation,Utilities,Electric Utilities,24.95,0.03%,-5.68%,-0.20
CLVT,Clarivate Plc,Industrials,Professional Services,6.49,0.03%,-38.77%,-2.07
LOPE,Grand Canyon Education Inc.,Consumer Discretionary,Diversified Consumer Services,138.01,0.03%,27.36%,0.70
AA,Alcoa Corporation,Materials,Metals and Mining,24.60,0.03%,-47.77%,-2.98
FE,FirstEnergy Corp.,Utilities,Electric Utilities,35.12,0.03%,-3.54%,-0.12
IDA,IDACORP Inc.,Utilities,Electric Utilities,94.43,0.03%,-4.59%,-0.16
CIEN,Ciena Corporation,Information Technology,Communications Equipment,43.90,0.03%,-2.47%,-0.08
ETR,Entergy Corporation,Utilities,Electric Utilities,95.08,0.03%,-10.27%,-0.37
OLLI,Ollie's Bargain Outlet Holdings Inc.,Consumer Discretionary,Broadline Retail,79.20,0.03%,37.26%,0.88
EEFT,Euronet Worldwide Inc.,Financials,Financial Services,79.83,0.03%,-13.31%,-0.50
DTE,DTE Energy Company,Utilities,Multi-Utilities,97.66,0.03%,-11.55%,-0.42
NI,NiSource Inc.,Utilities,Multi-Utilities,24.81,0.03%,-0.25%,-0.01
WBA,Walgreens Boots Alliance Inc.,Consumer Staples,Consumer Staples Distribution and Retail,20.17,0.03%,-46.98%,-2.85
AZPN,Aspen Technology Inc.,Information Technology,Software,166.29,0.03%,-30.63%,-1.42
AEE,Ameren Corporation,Utilities,Multi-Utilities,74.78,0.03%,-7.52%,-0.26
AVT,Avnet Inc.,Information Technology,Electronic Equipment Instruments and Components,46.05,0.03%,6.84%,0.21
MGY,Magnolia Oil & Gas Corporation,Energy,Oil Gas and Consumable Fuels,21.40,0.03%,-19.27%,-0.76
WTM,White Mountains Insurance Group Ltd.,Financials,Insurance,1500.07,0.03%,13.39%,0.38
TECH,Bio-Techne Corporation,Health Care,Life Sciences Tools and Services,57.10,0.03%,-34.45%,-1.68
CRUS,Cirrus Logic Inc.,Information Technology,Semiconductors and Semiconductor Equipment,72.16,0.03%,-3.68%,-0.12
ALK,Alaska Air Group Inc.,Industrials,Passenger Airlines,34.35,0.03%,-27.30%,-1.19
SF,Stifel Financial Corp.,Financials,Capital Markets,59.90,0.03%,-7.95%,-0.27
DPZ,Domino's Pizza Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,374.55,0.03%,3.64%,0.11
AL,Air Lease Corporation,Industrials,Trading Companies and Distributors,36.79,0.03%,-0.48%,-0.02
NWSA,News Corporation,Communication Services,Media,20.45,0.03%,14.51%,0.40
RH,RH,Consumer Discretionary,Specialty Retail,228.96,0.03%,-21.41%,-0.86
CCL,Carnival Corporation & plc,Consumer Discretionary,Hotels Restaurants and Leisure,12.78,0.03%,23.48%,0.59
IPGP,IPG Photonics Corporation,Information Technology,Electronic Equipment Instruments and Components,91.30,0.03%,-3.52%,-0.11
RIG,Transocean Ltd.,Energy,Energy Equipment and Services,6.54,0.03%,47.96%,1.01
VAL,Valaris Limited,Energy,Energy Equipment and Services,69.19,0.03%,2.13%,0.06
NOW,ServiceNow Inc.,Information Technology,Software,638.41,0.03%,55.74%,1.12
WBS,Webster Financial Corporation,Financials,Banks,39.89,0.03%,-22.26%,-0.89
KAR,OPENLANE Inc.,Industrials,Commercial Services and Supplies,14.46,0.03%,-2.30%,-0.07
FMC,FMC Corporation,Materials,Chemicals,51.23,0.03%,-58.21%,-4.32
WYNN,Wynn Resorts Limited,Consumer Discretionary,Hotels Restaurants and Leisure,84.54,0.03%,8.95%,0.25
KD,Kyndryl Holdings Inc.,Information Technology,IT Services,17.45,0.03%,60.98%,1.17
HLI,Houlihan Lokey Inc.,Financials,Capital Markets,102.75,0.03%,9.30%,0.26
JHG,Janus Henderson Group plc,Financials,Capital Markets,24.23,0.03%,-4.86%,-0.16
MMS,Maximus Inc.,Industrials,Professional Services,75.66,0.03%,23.12%,0.58
DELL,Dell Technologies Inc.,Information Technology,Technology Hardware Storage and Peripherals,73.77,0.03%,77.98%,1.34
SEE,Sealed Air Corporation,Materials,Containers and Packaging,31.61,0.03%,-36.26%,-1.74
FSS,Federal Signal Corporation,Industrials,Machinery,65.43,0.03%,35.56%,0.80
MSA,MSA Safety Incorporated,Industrials,Commercial Services and Supplies,162.80,0.03%,19.21%,0.49
TPH,Tri Pointe Homes Inc.,Consumer Discretionary,Household Durables,27.85,0.03%,51.19%,1.03
BFAM,Bright Horizons Family Solutions Inc.,Consumer Discretionary,Diversified Consumer Services,83.12,0.03%,9.33%,0.26
NJR,New Jersey Resources Corporation,Utilities,Gas Utilities,41.18,0.03%,-5.66%,-0.18
VLY,Valley National Bancorp,Financials,Banks,7.83,0.03%,-36.43%,-1.73
NE,Noble Corporation Plc,Energy,Energy Equipment and Services,47.72,0.03%,17.69%,0.45
GATX,GATX Corporation,Industrials,Trading Companies and Distributors,107.01,0.03%,0.42%,0.01
Z,Zillow Group Inc.,Real Estate,Real Estate Management and Development,35.71,0.03%,-5.83%,-0.19
SUM,Summit Materials Inc.,Materials,Construction Materials,33.43,0.03%,11.32%,0.31
SGEN,Seagen Inc.,Health Care,Biotechnology,213.20,0.03%,60.41%,1.13
MDC,M.D.C. Holdings Inc.,Consumer Discretionary,Household Durables,41.63,0.03%,33.34%,0.75
QDEL,QuidelOrtho Corporation,Health Care,Health Care Equipment and Supplies,58.40,0.03%,-37.44%,-1.79
HOOD,Robinhood Markets Inc.,Financials,Capital Markets,8.31,0.03%,-20.63%,-0.78
ES,Eversource Energy,Utilities,Electric Utilities,53.03,0.03%,-29.59%,-1.26
DNB,Dun & Bradstreet Holdings Inc.,Industrials,Professional Services,9.30,0.03%,-33.32%,-1.49
MHK,Mohawk Industries Inc.,Consumer Discretionary,Household Durables,79.61,0.03%,-27.50%,-1.13
ETRN,Equitrans Midstream Corporation,Energy,Oil Gas and Consumable Fuels,8.85,0.03%,15.68%,0.40
CBSH,Commerce Bancshares Inc.,Financials,Banks,45.37,0.03%,-32.54%,-1.43
SWK,Stanley Black & Decker Inc.,Industrials,Machinery,84.09,0.03%,3.78%,0.11
HOG,Harley-Davidson Inc.,Consumer Discretionary,Automobiles,27.04,0.03%,-42.98%,-2.24
HGV,Hilton Grand Vacations Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,33.50,0.03%,-23.52%,-0.91
PTC,PTC Inc.,Information Technology,Software,152.14,0.03%,15.33%,0.39
CC,The Chemours Company,Materials,Chemicals,25.08,0.03%,-22.41%,-0.85
JLL,Jones Lang LaSalle Incorporated,Real Estate,Real Estate Management and Development,140.69,0.03%,-14.88%,-0.52
ONB,Old National Bancorp,Financials,Banks,13.99,0.03%,-22.85%,-0.87
CNXC,Concentrix Corporation,Industrials,Professional Services,82.63,0.03%,-31.73%,-1.37
TRMB,Trimble Inc.,Information Technology,Electronic Equipment Instruments and Components,40.82,0.03%,-34.16%,-1.53
ESAB,ESAB Corporation,Industrials,Machinery,77.52,0.03%,79.98%,1.31
GWRE,Guidewire Software Inc.,Information Technology,Software,91.63,0.03%,50.39%,0.98
NTNX,Nutanix Inc.,Information Technology,Software,38.76,0.03%,36.33%,0.78
DDS,Dillard's Inc.,Consumer Discretionary,Broadline Retail,298.59,0.03%,-11.26%,-0.37
WING,Wingstop Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,214.60,0.03%,29.01%,0.65
AMPH,Amphastar Pharmaceuticals Inc.,Health Care,Pharmaceuticals,53.55,0.03%,89.16%,1.37
LSCC,Lattice Semiconductor Corporation,Information Technology,Semiconductors and Semiconductor Equipment,54.86,0.03%,-15.17%,-0.52
FUL,H.B. Fuller Company,Materials,Chemicals,72.33,0.03%,-2.68%,-0.08
KDP,Keurig Dr Pepper Inc.,Consumer Staples,Beverages,31.28,0.03%,-14.14%,-0.48
DV,DoubleVerify Holdings Inc.,Information Technology,Software,30.95,0.03%,17.06%,0.42
POR,Portland General Electric Company,Utilities,Electric Utilities,39.19,0.03%,-11.05%,-0.36
ATO,Atmos Energy Corporation,Utilities,Gas Utilities,111.12,0.03%,2.97%,0.08
PINS,Pinterest Inc.,Communication Services,Interactive Media and Services,31.49,0.03%,30.12%,0.66
BRBR,BellRing Brands Inc.,Consumer Staples,Personal Care Products,46.68,0.03%,84.43%,1.31
ESGR,Enstar Group Limited,Financials,Insurance,249.32,0.03%,27.43%,0.62
NOG,Northern Oil and Gas Inc.,Energy,Oil Gas and Consumable Fuels,36.28,0.03%,1.20%,0.03
ASH,Ashland Inc.,Materials,Chemicals,73.15,0.03%,-31.07%,-1.29
WTS,Watts Water Technologies Inc.,Industrials,Machinery,188.79,0.03%,25.00%,0.57
GPI,Group 1 Automotive Inc.,Consumer Discretionary,Specialty Retail,267.75,0.03%,42.23%,0.85
AZEK,The AZEK Company Inc.,Industrials,Building Products,28.61,0.03%,45.82%,0.90
LRN,Stride Inc.,Consumer Discretionary,Diversified Consumer Services,56.74,0.03%,66.88%,1.14
FHN,First Horizon Corporation,Financials,Banks,11.47,0.03%,-50.71%,-2.93
VVV,Valvoline Inc.,Consumer Discretionary,Specialty Retail,32.69,0.03%,2.13%,0.06
PANW,Palo Alto Networks Inc.,Information Technology,Software,255.64,0.03%,54.63%,1.00
AAON,AAON Inc.,Industrials,Building Products,59.00,0.03%,14.21%,0.35
MNST,Monster Beverage Corporation,Consumer Staples,Beverages,55.54,0.03%,13.21%,0.33
MAN,ManpowerGroup Inc.,Industrials,Professional Services,71.74,0.03%,-12.46%,-0.40
WOR,Worthington Industries Inc.,Materials,Metals and Mining,63.03,0.03%,16.94%,0.41
FLO,Flowers Foods Inc.,Consumer Staples,Food Products,20.66,0.03%,-20.51%,-0.73
VRRM,Verra Mobility Corporation,Industrials,Professional Services,20.51,0.03%,43.03%,0.85
AVTR,Avantor Inc.,Health Care,Life Sciences Tools and Services,18.61,0.03%,-13.92%,-0.46
SMPL,The Simply Good Foods Company,Consumer Staples,Food Products,38.27,0.03%,2.08%,0.06
HWC,Hancock Whitney Corporation,Financials,Banks,37.43,0.03%,-30.21%,-1.22
AWI,Armstrong World Industries Inc.,Industrials,Building Products,80.15,0.03%,3.53%,0.10
ENPH,Enphase Energy Inc.,Information Technology,Semiconductors and Semiconductor Equipment,78.55,0.03%,-73.10%,-7.63
CTLT,Catalent Inc.,Health Care,Pharmaceuticals,33.10,0.03%,-29.84%,-1.19
RDN,Radian Group Inc.,Financials,Financial Services,26.38,0.03%,35.50%,0.73
MDU,MDU Resources Group Inc.,Industrials,Construction and Engineering,18.08,0.03%,-10.05%,-0.31
JXN,Jackson Financial Inc.,Financials,Financial Services,43.21,0.03%,24.93%,0.56
VMI,Valmont Industries Inc.,Industrials,Construction and Engineering,201.08,0.03%,-36.46%,-1.60
SRCL,Stericycle Inc.,Industrials,Commercial Services and Supplies,42.52,0.03%,-17.92%,-0.61
MTH,Meritage Homes Corporation,Consumer Discretionary,Household Durables,134.38,0.03%,61.55%,1.06
SGRY,Surgery Partners Inc.,Health Care,Health Care Providers and Services,26.70,0.03%,-10.34%,-0.32
SFNC,Simmons First National Corporation,Financials,Banks,15.19,0.03%,-34.82%,-1.47
GMED,Globus Medical Inc.,Health Care,Health Care Equipment and Supplies,43.79,0.03%,-37.74%,-1.66
AEO,American Eagle Outfitters Inc.,Consumer Discretionary,Specialty Retail,18.06,0.03%,49.05%,0.90
PLNT,Planet Fitness Inc.,Consumer Discretionary,Hotels Restaurants and Leisure,63.83,0.03%,-10.33%,-0.31
KNSL,Kinsale Capital Group Inc.,Financials,Insurance,366.52,0.03%,29.63%,0.62
COLB,Columbia Banking System Inc.,Financials,Banks,20.66,0.03%,-37.66%,-1.64
KKR,Kohlberg Kravis Roberts & Co. L.P.,Financials,Capital Markets,63.97,0.03%,13.05%,0.31
RGLD,Royal Gold Inc.,Materials,Metals and Mining,105.90,0.03%,2.06%,0.05
RMBS,Rambus Inc.,Information Technology,Semiconductors and Semiconductor Equipment,62.61,0.03%,67.00%,1.08
IBP,Installed Building Products Inc.,Consumer Discretionary,Household Durables,125.81,0.03%,51.62%,0.92
NFE,New Fortress Energy Inc.,Energy,Oil Gas and Consumable Fuels,33.91,0.03%,-27.00%,-1.00
WTRG,Essential Utilities Inc.,Utilities,Water Utilities,33.49,0.03%,-25.93%,-0.94
EW,Edwards Lifesciences Corporation,Health Care,Health Care Equipment and Supplies,64.60,0.03%,-13.46%,-0.42
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,Hotels Restaurants and Leisure,13.10,0.03%,-26.65%,-0.98
ERIE,Erie Indemnity Company,Financials,Insurance,284.23,0.03%,14.74%,0.34
